area,bedroom_num,bathroom_num,price,dev_name,floor_count,floor_num,furnishing,locality,poster_name,project,id
2390,4,4,125000,Raheja Universal Pvt Ltd.,16.0,9.0,Semi-Furnished,Chembur,Pankaj Dembla,Raheja Acropolis,2978470
2750,4,4,135000,Tridhaatu Realty and Infra Pvt. Ltd.,17.0,4.0,Semi-Furnished,Chembur,Pankaj Dembla,Akshay Anand,3011439
3350,4,4,140000,,15.0,6.0,Semi-Furnished,Chembur,Pankaj Dembla,Kalpa Taru Divya Swapna,4983981
3350,4,4,130000,,14.0,8.0,Semi-Furnished,Chembur,Pankaj Dembla,Balaji Empire,5091068
2250,4,4,120000,,12.0,7.0,Semi-Furnished,Chembur,Pankaj Dembla,,5576595
3500,4,4,300000,,10.0,5.0,Furnished,Santacruz West,Ajay  Kapur,Gautam Apartments,5694228
3400,4,4,250000,,7.0,5.0,Furnished,Bandra West,Ajay  Kapur,,5710974
2300,4,4,240000,,12.0,8.0,Unfurnished,Bandra West,Ajay  Kapur,,6787147
2500,4,4,250000,,9.0,1.0,Furnished,Juhu,Ajay  Kapur,,6794656
2500,4,4,300000,,9.0,1.0,Unfurnished,Bandra West,Ajay  Kapur,Pali Hill Apartment,7031470
1800,4,4,300000,,12.0,8.0,Furnished,Bandra West,Ajay  Kapur,,8291397
2400,4,4,125000,Raheja Universal Pvt Ltd.,18.0,8.0,Semi-Furnished,Chembur,Pankaj Dembla,Raheja Acropolis,8944785
3000,4,5,150000,,7.0,6.0,Semi-Furnished,Bandra West,Idris Khatri,,9752542
2800,4,4,300000,,11.0,6.0,Unfurnished,Bandra West,Idris Khatri,Band Stand,9798476
3250,4,4,300000,,12.0,1.0,Furnished,Bandra West,Sanjay Kumar,,9964593
3000,4,4,300000,,4.0,4.0,Semi-Furnished,Worli,Ajay  Kapur,,10398472
2500,4,5,300000,,4.0,4.0,Semi-Furnished,Prabhadevi,Ajay  Kapur,,10398581
2555,4,4,300000,,32.0,23.0,Semi-Furnished,Lower Parel,Vilas,,11270723
2500,4,4,130000,Raheja Universal Pvt Ltd.,7.0,5.0,Semi-Furnished,Chembur,Pankaj Dembla,Raheja Acropolis,12347044
4000,4,4,250000,,11.0,8.0,Semi-Furnished,Bandra West,Ajay  Kapur,,13227868
2400,4,4,130000,Kukreja Construction Company,14.0,10.0,Semi-Furnished,Chembur,Pankaj Dembla,Golf Scappe,13320139
3500,4,5,150000,,16.0,7.0,Semi-Furnished,Chembur,Manoj Bhavnani,,13794224
2000,4,4,196000,Kalpataru Limited,17.0,14.0,Unfurnished,Andheri East,Sushant,Kalpataru Estates,13817756
2100,4,4,185000,Kalpataru Limited,17.0,14.0,Unfurnished,Andheri East,Sushant,Kalpataru Estates,14433162
3750,4,5,150000,,26.0,16.0,Semi-Furnished,Chembur,Manoj Bhavnani,,14507066
2500,4,4,300000,,20.0,17.0,Semi-Furnished,Prabhadevi,Vijay,,14511514
3500,4,4,300000,,25.0,13.0,Semi-Furnished,Prabhadevi,Vijay,,14511828
3200,4,4,130000,,19.0,14.0,Furnished,Chembur,Pankaj Dembla,Swastik Apartment Chembur,14512394
3400,4,4,160000,Cooperative Group Housing Society,14.0,12.0,Semi-Furnished,Chembur,Pankaj Dembla,diamond garden,15002541
4000,4,5,300000,Hilla Builder Pvt. Ltd.,13.0,11.0,Furnished,Bandra West,Najma,Almeida Park,15213991
3350,4,4,170000,,16.0,12.0,Semi-Furnished,Chembur,Pankaj Dembla,,15330570
3500,4,4,300000,,,,Unfurnished,Chembur,Pankaj Dembla,,15372209
2650,4,5,225000,,15.0,8.0,Semi-Furnished,Bandra West,Shafik Sayed,,15699140
3100,4,4,160000,Cooperative Group Housing Society,14.0,13.0,Semi-Furnished,Chembur,Pankaj Dembla,diamond garden,15948474
3000,4,4,150000,,14.0,7.0,Furnished,Lokhandwala Complex,Chirag Chhabria,,16397812
2400,4,4,112000,,9.0,7.0,Furnished,Chembur,Sanjay Acharya,,16397815
2200,4,4,200000,,9.0,9.0,Unfurnished,Vile Parle East,Raju Mehta,,16485360
2200,4,4,130000,,15.0,1.0,Unfurnished,Lokhandwala Complex,Asif Hasmi,Rushi Tower,17028322
2200,4,4,125000,Samarth Development Corporation,26.0,1.0,Semi-Furnished,Lokhandwala Complex,Asif Hasmi,Samarth Aangan,17175912
2200,4,4,125000,,17.0,1.0,Semi-Furnished,Lokhandwala Complex,Asif Hasmi,Rushi Tower,17510432
2500,4,4,125000,Samarth Development Corporation,26.0,1.0,Semi-Furnished,Lokhandwala Complex,Asif Hasmi,Samarth Aangan,17510455
2700,4,4,150000,,13.0,9.0,Semi-Furnished,Chembur,Pankaj Dembla,,17780933
2400,4,4,120000,,15.0,8.0,Semi-Furnished,Chembur,Pankaj Dembla,,17926341
2900,4,5,115000,Cooperative Group Housing Society,16.0,9.0,Semi-Furnished,Chembur,Manoj Bhavnani,diamond garden,17940517
3000,4,4,260000,,12.0,10.0,Semi-Furnished,Bandra West,Rajni S,,18361706
3500,4,4,250000,,10.0,8.0,Furnished,Bandra West,Sammy,,18525756
2400,4,4,200000,,9.0,6.0,Furnished,Khar West,Rajni S,,18572816
2000,4,4,200000,,13.0,3.0,Unfurnished,Khar West,Ajay  Kapur,,18652106
2400,4,4,300000,,10.0,7.0,Semi-Furnished,Bandra West,Rajni S,,18658575
1800,4,3,200000,,14.0,7.0,Semi-Furnished,Turner Road,Sarfraz khan,,18715807
3600,4,4,160000,Supreme Universal,20.0,11.0,Unfurnished,Chembur,Pankaj Dembla,Supreme Signature,19099787
1850,4,3,250000,,13.0,9.0,Furnished,Cuffe Parade,O P Singh,Jolly Maker Apartment,19338834
3000,4,4,325000,,14.0,7.0,Unfurnished,Santacruz West,Rishi  Dusija,,19345285
2000,4,4,125000,,16.0,9.0,Semi-Furnished,Oshiwara,Asif Hasmi,,19664791
3190,4,4,146000,Cooperative Group Housing Society,18.0,9.0,Semi-Furnished,Chembur,Pankaj Dembla,Union Park,19777584
2600,4,4,116000,Cooperative Group Housing Society,12.0,7.0,Semi-Furnished,Chembur,Pankaj Dembla,diamond garden,19777916
2925,4,5,151000,Cooperative Group Housing Society,11.0,6.0,Furnished,Chembur,Manoj Bhavnani,diamond garden,19824971
2270,4,4,123900,Cooperative Group Housing Society,17.0,8.0,Unfurnished,Chembur,Pankaj Dembla,Union Park,19865717
2640,4,4,130000,Ekta World,18.0,9.0,Semi-Furnished,Chembur,Pankaj Dembla,Ekta Oculus,20139020
2500,4,4,225000,,14.0,12.0,Semi-Furnished,Bandra West,gopal singh,SSD Pali Palms,20842137
2300,4,4,115000,,31.0,18.0,Furnished,Andheri West,Chirag Chhabria,,22160433
2090,4,3,115000,Radius Developers,,,Semi-Furnished,Goregaon West,Indoo,Imperial Heights,22177627
3800,4,5,225000,,14.0,11.0,Unfurnished,Turner Road,Sarfraz khan,Dheeraj Affaire,22252053
2600,4,4,165000,,14.0,11.0,Unfurnished,Juhu,Arjun Joshi,,22393749
2800,4,4,175000,Hiranandani Group,29.0,21.0,Semi-Furnished,Powai,Ramesh  Babar,Hiranandani Gardens Odyssey I,22467773
3000,4,4,250000,,12.0,10.0,Semi-Furnished,Pali Hill,Rajni S,,22794963
2800,4,4,230000,Hiranandani Group,29.0,19.0,Semi-Furnished,Powai,Ramesh  Babar,Hiranandani Gardens,22891603
2100,4,4,250000,,12.0,5.0,Furnished,Bandra West,Ajay  Kapur,,23013171
2400,4,5,250000,,12.0,9.0,Semi-Furnished,Santacruz West,gopal singh,,23414195
2800,4,4,275000,Bombay Realty,35.0,18.0,Semi-Furnished,Dadar TT Circle,Vijay,Bombay Springs,23447265
4000,4,5,280000,,14.0,10.0,Unfurnished,Bandra West,gopal singh,,23573183
2800,4,4,200000,Hiranandani Group,30.0,-1.0,Furnished,Powai,Shailesh  Shinde,Hiranandani Gardens,23627467
1850,4,3,122000,Samarth Development Corporation,22.0,12.0,Furnished,Lokhandwala Complex,Vinod Kumar,Meghdoot Tower,24202533
3300,4,4,135000,Godrej Properties,18.0,14.0,Semi-Furnished,Chembur,Pankaj Dembla,Godrej Serenity Mumbai,24276333
3320,4,4,135500,Godrej Properties,18.0,16.0,Semi-Furnished,Chembur,Pankaj Dembla,Godrej Serenity Mumbai,24297661
2500,4,4,290000,,29.0,17.0,Furnished,Powai,Ramesh  Babar,,24388689
4700,4,5,300000,Indiabulls Distribution Services Limited,49.0,24.0,Furnished,Lower Parel,Pravin  Vaishnav,Indiabulls Sky,24393257
1440,4,4,133000,Hiranandani Group,31.0,16.0,Semi-Furnished,Powai,Ramesh  Babar,Hiranandani Gardens Torino,24399583
2365,4,4,115000,Ekta World,22.0,15.0,Semi-Furnished,Powai,Ramesh  Babar,Lake Lucerne,24400147
4700,4,5,300000,Indiabulls Distribution Services Limited,49.0,21.0,Furnished,Lower Parel,Pravin  Vaishnav,Indiabulls Sky,24478923
3600,4,5,275000,Bombay Realty,41.0,19.0,Furnished,Dadar East,Pravin  Vaishnav,Bombay Springs,24888189
3290,4,4,141000,,18.0,15.0,Unfurnished,Deonar,Pankaj Dembla,,24890799
4700,4,5,310000,Indiabulls Distribution Services Limited,49.0,24.0,Furnished,Lower Parel,Pravin  Vaishnav,Indiabulls Sky,25049809
4200,4,5,280000,Bombay Realty,41.0,30.0,Furnished,Dadar East,Pravin  Vaishnav,Bombay Springs,25054965
4200,4,5,280000,Bombay Realty,41.0,16.0,Furnished,Dadar East,Pravin  Vaishnav,Bombay Springs,25130639
3330,4,4,134500,,18.0,16.0,Unfurnished,Chembur,Pankaj Dembla,,25324759
4200,4,5,275000,Bombay Realty,41.0,30.0,Furnished,Dadar East,Pravin  Vaishnav,Bombay Springs,25408031
2815,4,5,170000,Bharat Infrastructure and Engineering,19.0,11.0,Unfurnished,Andheri West,Rightway Realty,Bharat Skyvistas,25810465
2100,4,4,125000,Safal Group,16.0,10.0,Unfurnished,Chembur,Narayan  Singh,Safal Nav Parmanu,25971377
1500,4,4,150000,,7.0,6.0,Furnished,Malad West,Basant Gupta,,26458023
3330,4,4,134500,,18.0,16.0,Unfurnished,,Pankaj Dembla,,26567989
2000,4,4,250000,,12.0,6.0,Unfurnished,Juhu,Samir Pandya,,26947687
2060,4,4,145000,Hiranandani Group,35.0,-1.0,Unfurnished,Powai,Shailesh  Shinde,Hiranandani Gardens,27041945
3552,4,4,113000,,21.0,16.0,Semi-Furnished,Sion Trombay Road,Pankaj Dembla,,27221461
2300,4,4,120000,,11.0,6.0,Semi-Furnished,Chembur,Sanjay Acharya,,27304017
2900,4,3,180000,Hiranandani Group,29.0,21.0,Semi-Furnished,Powai,Ramesh  Babar,Hiranandani Gardens Odyssey II,27401737
2650,4,4,280000,Hiranandani Group,36.0,28.0,Furnished,Powai,Ramesh  Babar,Hiranandani Gardens Glen Ridge,27404867
-2147483648,4,4,120000,Samarth Development Corporation,27.0,18.0,Furnished,Andheri West,Santosh,Samarth Aangan,27763005
3000,4,4,135000,Godrej Properties,17.0,10.0,Semi-Furnished,Chembur,Pankaj Dembla,Godrej Serenity Mumbai,27824031
3000,4,4,300000,,10.0,4.0,Furnished,Bandra West,Mangesh Parab,MidCity Roshni,27870341
2280,4,4,135000,,8.0,4.0,Furnished,Juhu Beach Area,Sai,,27871585
3300,4,4,129000,Godrej Properties,20.0,18.0,Unfurnished,Chembur,Pankaj Dembla,Godrej Serenity Mumbai,28027769
3345,4,4,130500,Godrej Properties,20.0,11.0,Unfurnished,Chembur,Pankaj Dembla,Godrej Serenity Mumbai,28028435
2800,4,4,127000,Sabari Group,18.0,14.0,Unfurnished,Chembur,Pankaj Dembla,Ashville,28030145
2850,4,4,135000,Sabari Group,18.0,15.0,Semi-Furnished,Chembur,Pankaj Dembla,Ashville,28030669
2750,4,4,150000,Tridhaatu Realty and Infra Pvt. Ltd.,17.0,4.0,Semi-Furnished,Chembur,Pankaj Dembla,Akshay Anand,28197553
3000,4,4,135000,Godrej Properties,17.0,10.0,Semi-Furnished,Chembur,Pankaj Dembla,Godrej Serenity Mumbai,28287339
3800,4,5,170000,,15.0,12.0,Semi-Furnished,Santacruz West,Rajni S,,28331133
2048,4,4,150000,,24.0,18.0,Unfurnished,Andheri West,Deepak ,,28550297
2750,4,4,125000,Tridhaatu Realty and Infra Pvt. Ltd.,17.0,4.0,Semi-Furnished,Chembur,Pankaj Dembla,Akshay Anand,28846223
3400,4,4,160000,Supreme Universal,18.0,18.0,Semi-Furnished,Chembur,Pankaj Dembla,Supreme Signature,28847191
3350,4,4,160000,,16.0,12.0,Semi-Furnished,Chembur,Pankaj Dembla,,28847211
2750,4,4,165000,Tridhaatu Realty and Infra Pvt. Ltd.,17.0,4.0,Semi-Furnished,Chembur,Pankaj Dembla,Akshay Anand,28847241
3350,4,4,112921,,30.0,11.0,Semi-Furnished,"Thakur Village, Kandivali East",Sachin  Gandhi,,29076325
3000,4,5,290000,,4.0,0.0,Semi-Furnished,Juhu,Samir Pandya,,29206351
3600,4,4,160000,Supreme Universal,18.0,7.0,Semi-Furnished,Union Park,Pankaj Dembla,Supreme Signature,29393751
2700,4,4,120000,Cooperative Group Housing Society,18.0,14.0,Furnished,Chembur,Pankaj Dembla,Union Park,29717483
2815,4,4,120000,The Wadhwa Group,45.0,16.0,Unfurnished,BEST Housing Colony,Akash Mehta,Imperial Heights,30506705
3200,4,5,210000,The Wadhwa Group,26.0,11.0,Semi-Furnished,Powai,Guru Prasad,The Wadhwa Solitaire,30564441
1800,4,4,275000,,15.0,5.0,Furnished,Cuffe Parade,Sudesh  Kapoor,,30816337
2300,4,4,300000,,7.0,3.0,Furnished,Pali Hill,SACHIN RAUT,,30899767
2400,4,4,200000,,13.0,10.0,Furnished,Bandra West,SACHIN RAUT,,30902455
